state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,district,election_year,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,last_name,first_name,prefix,first_last_name,district_from_length,candidate_name,spent,won,lost,incumbent,challenger,open_seat,election_year_from_length,party_from_length,year,Last_name,firstlast_name
GA03,2016,ANDERS SAMUEL,Republican Party,Open,6859.97,770,0,6012.25,6547.34,312.63,5600,GA03,2016,725530,48.7,51.3,6,7,7.3,7.8,7.3,12.2,13,14.1,6,5.7,8.5,3.9,1.3,37,75,70.3,16.8,13.6,47.8,52.2,43.5,56.5,66.1,24.2,0.2,1.9,0.2,0.1,5.2,286599,Anders,Samuel,,Samuel Anders,,,,,,,,,,,,,
IN01,2016,VISCLOSKY PETER J.,Democratic Party,Incumbent,721370.99,265021.08,453826.28,0,648616.61,333722.98,0,IN01,2016,718064,48.9,51.1,6.1,6.1,7.3,6.8,6.5,12.5,12.9,13.6,7.3,6.2,8.3,4.2,2.1,38.9,76.2,72.2,18.3,14.7,48.2,51.8,43,57,62.9,19.1,0.2,1.3,0,0.1,15,303811,Visclosky,Peter,J.,Peter Visclosky,,,,,,,,,,,,,
IL18,2016,MELLON ROB,Democratic Party,Challenger,21538,21538,0,0,19007,1265.5,0,IL18,2016,710629,49.8,50.2,5.6,5.9,6.8,6.4,6.9,12,12,13.9,7.1,6.6,9.1,5.1,2.6,40.4,77.9,74,20.6,16.8,49.1,50.9,43.7,56.3,89.3,3.4,0.1,2.6,0.1,0.3,2.7,310461,Mellon,Rob,,Rob Mellon,,,,,,,,,,,,,
VA04,2016,WADE MICHAEL LEO,Republican Party,Challenger,56663,40663,1000,15000,47552.51,9110.49,26491.78,VA04,2016,746976,49.8,50.2,5.8,6.8,7,6.9,6.4,13,13.2,14.8,6.8,6.1,8.3,3.3,1.6,38.3,76.5,72.2,16.5,13.1,49,51,43.8,56.2,57.9,31.2,0.2,2.4,0.1,0.3,5.4,290795,Wade,Michael,Leo,Michael Wade,,,,,,,,,,,,,
MD04,2016,TURNER INGRID,Democratic Party,Open,317115.47,94382,0,222725,317115.47,0,0,MD04,2016,742761,48,52,6.9,6.6,6.4,5.9,6.5,15,14.1,14.4,6.7,5.4,7.3,3.4,1.4,36.9,76.5,72.8,15.2,12.1,46.9,53.1,41.5,58.5,26.9,52.3,0.1,2.8,0,0.3,15.7,284673,Turner,Ingrid,,Ingrid Turner,,,,,,,,,,,,,
TX15,2016,SALINAS XAVIER MR.,Republican Party,Open,97630.19,96530.19,1100,0,97273.74,356.45,0,TX15,2016,764850,49.4,50.6,8.9,8.9,8.9,8.4,7.7,13.6,13.4,11.2,4.7,3.7,6.2,3.2,1.2,30.3,68,63,12.7,10.6,48.8,51.2,45.3,54.7,15.3,1.7,0.2,1,0,0,81.4,249713,Salinas,Xavier,Mr.,Xavier Salinas,,,,,,,,,,,,,
TN08,2016,MILLS JOHN JOHN,Republican Party,Open,5575.97,380,0,5195.97,6139.55,659.87,14430.91,TN08,2016,710910,48.7,51.3,5.8,6.7,7.4,6.9,6.2,10.9,12.8,14,7.3,6.1,9.4,4.5,2,39.7,75.7,71.8,19.2,15.8,47.8,52.2,43.4,56.6,73.8,19.4,0.1,1.8,0.1,0.1,3.3,298101,Mills,John,John,John Mills,,,,,,,,,,,,,
FL01,2016,MILLS JOHN,Republican Party,Open,5575.97,380,0,5195.97,6139.55,659.87,14430.91,FL01,2016,743897,50.7,49.3,5.8,6.4,5.6,6.5,8,14,11.7,13.4,7.1,5.8,9.2,4.8,1.7,38.2,78.5,74.1,19.1,15.7,50.5,49.5,45.6,54.4,73.6,13.4,0.5,2.6,0.2,0.1,6.2,354090,Mills,John,,John Mills,,,,,,,,,,,,,
MN02,2016,ERICKSON MATTHEW D,Republican Party,Open,54632.28,53950,0,645.28,54841.11,-208.83,645.28,MN02,2016,689759,49.4,50.6,6.5,7.1,7.4,7,6.1,12.6,13.4,15.4,7,5.4,7.1,3.7,1.3,37.5,74.5,70.7,15.1,12.1,48.8,51.2,44.2,55.8,82.6,4.3,0.5,4.4,0,0.3,5.6,266439,Erickson,Matthew,D,Matthew Erickson,,,,,,,,,,,,,
PA02,2016,GORDON BRIAN ANTHONY,Democratic Party,Challenger,57917.67,52667.67,0,5250,69148.85,1328.25,7139.72,PA02,2016,716892,45.1,54.9,6.7,5.7,5.5,7.7,10.1,17.1,10.9,11.2,6.4,5.4,7.4,3.8,2,32.9,78.8,72.2,16.3,13.3,43.9,56.1,39,61,28.8,56.8,0.2,5,0,0.5,6.2,324153,Gordon,Brian,Anthony,Brian Gordon,,,,,,,,,,,,,
PA10,2016,MARINO THOMAS ANTHONY,Republican Party,Incumbent,849248.91,416794.14,426704.87,0,504639.63,427884.76,0,PA10,2016,696416,50.3,49.7,4.7,5.8,6.1,6.7,6.4,11,11.2,14.8,7.6,7.1,10.3,5.6,2.5,43.6,79.6,75.2,22.7,18.5,49.9,50.1,45.5,54.5,90.1,3.5,0.2,0.8,0,0.2,4,343734,Marino,Thomas,Anthony,Thomas Marino,,,,,,,,,,,,,
CA52,2016,SIMON FRED J JR MD,Republican Party,Challenger,517.93,0,0,517.93,790.44,0,0,CA52,2016,759602,50.4,49.6,6.1,5.6,5.4,6,7.8,17.6,13.4,13.7,6.2,5.6,7.1,3.8,1.8,36.2,79.5,75.6,15.7,12.7,50.7,49.3,43.5,56.5,58.6,2.9,0.2,19,0.3,0.3,14.5,303518,Simon,Fred,J Jr Md,Fred Simon,,,,,,,,,,,,,
TX23,2016,HURD WILLIAM,Republican Party,Incumbent,2636117.9,1468120.4,1060966.73,0,1034994.4,1679388.7,0,TX23,2016,743201,50.1,49.9,7.8,8.2,8.1,7.9,7.3,13.1,12.9,12.3,5.5,4.6,7.5,3.6,1.3,32.8,71,66.5,15,12.3,50.1,49.9,45.8,54.2,26.6,3,0.5,1.2,0,0,67.7,261100,Hurd,William,,William Hurd,,,,,,,,,,,,,
NC05,2016,WALLIN CHARLIE,Democratic Party,Challenger,5435,5435,0,0,3831.09,1603.91,1740,NC05,2016,750233,48.5,51.5,5.2,6.6,6.3,6.9,7.6,11.2,12.4,14.3,6.9,6.4,9.4,4.9,1.9,40.3,78.1,73.1,19.9,16.2,47.9,52.1,42.8,57.2,75.5,12.8,0.2,1.4,0,0.2,8.8,352324,Wallin,Charlie,,Charlie Wallin,,,,,,,,,,,,,
OK02,2016,JACKSON JARRIN DALE,Republican Party,Challenger,162314.28,93015.05,0,69299.23,157722.92,4591.36,45689.39,OK02,2016,749768,49.7,50.3,6,6.6,6.8,7.1,6.4,11.5,11.8,12.9,6.7,6.4,10.5,5.3,2,40.1,76.3,72.2,21.4,17.8,49.1,50.9,45.8,54.2,64.6,3.4,16.9,0.6,0.1,0,5,352474,Jackson,Jarrin,Dale,Jarrin Jackson,,,,,,,,,,,,,
WY01,2016,CUMMINGS DANIEL CLYDE,Other,Open,0,0,0,0,262,866,0,WY01,2016,584153,50.9,49.1,6.5,7,6.2,6.4,7.3,14.3,12.2,12.4,7.1,6.9,8.4,4,1.4,36.6,76.4,72.3,17.7,13.8,50.8,49.2,46.7,53.3,84,1,2.3,0.9,0.1,0,9.8,268205,Cummings,Daniel,Clyde,Daniel Cummings,,,,,,,,,,,,,
FL09,2016,RENTAS WANDA,Republican Party,Open,16370,11870,0,4500,15733.53,636.47,0,FL09,2016,769993,49,51,6,7.8,6.7,7.1,7.4,14.4,15.5,13.5,5.3,4.8,6.9,3.2,1.4,35.4,75.1,71,14.5,11.5,48.4,51.6,42.8,57.2,36.5,9.3,0,4.4,0.3,0.3,47.4,316665,Rentas,Wanda,,Wanda Rentas,,,,,,,,,,,,,
IL09,2016,SCHAKOWSKY JANICE D,Democratic Party,Incumbent,1096831.01,806302.61,277250,0,999961.02,377400.97,0,IL09,2016,710295,48.6,51.4,5.5,5.7,6,5.7,5.8,14.5,13.9,14.1,6.5,6.2,8.2,5,2.7,39.7,79.2,75.8,19.7,15.9,47.8,52.2,41.2,58.8,64.6,9,0,13.2,0,0.3,10.8,310715,Schakowsky,Janice,D,Janice Schakowsky,,,,,,,,,,,,,
GA11,2016,LLOP WILLIAM,Republican Party,Challenger,155940,1690,0,154250,156799.49,2307.18,194589.4,GA11,2016,725169,48.9,51.1,6.4,6.9,6.7,7.1,6.8,14.8,14.3,14.5,6.2,5.4,7,3,1,35.9,75.9,71.4,14.2,10.9,48.6,51.4,45,55,67.2,16.7,0,3.4,0,0.2,10.8,289679,Llop,William,,William Llop,,,,,,,,,,,,,
CA51,2016,SANCHEZ CARLOS J MR,Republican Party,Challenger,26124,0,0,26124,25658.24,465.76,26124,CA51,2016,720935,50.6,49.4,7.4,7.4,6.9,7.5,9.7,16,13,11.6,5.4,4.4,5.9,3.3,1.4,31.6,73.8,68.7,13.4,10.6,50.2,49.8,43.3,56.7,13,6.4,0.5,7.5,0.2,0,70.9,220996,Sanchez,Carlos,J Mr,Carlos Sanchez,,,,,,,,,,,,,
KY06,2016,BRILL ROGER Q,Republican Party,Challenger,19990,0,0,19990,19308,6811,19990,KY06,2016,749561,49.1,50.9,6.2,6,6.4,7,8.8,13.1,13.2,13.5,6.6,6,7.9,3.6,1.7,36.9,77.7,72.6,16.4,13.1,48.3,51.7,43.7,56.3,82.5,8.8,0.2,1.8,0,0.1,4.6,329628,Brill,Roger,Q,Roger Brill,,,,,,,,,,,,,
TX19,2016,GARRETT GREGORY KEITH,Republican Party,Open,108161.18,57940,0,50000,108161.18,0,8047.33,TX19,2016,719594,50.8,49.2,6.9,6.9,7.3,7.9,9.8,14.4,11.1,11.7,5.8,5,7.2,4.3,1.7,32.9,74.9,69,16,13.2,50.6,49.4,44.4,55.6,55.3,5.7,0.4,1.3,0,0.1,35.6,296216,Garrett,Gregory,Keith,Gregory Garrett,,,,,,,,,,,,,
PA05,2016,SUBICK JULIAN,Other,Challenger,2433.91,2408.91,0,25,1820.09,613.82,0,PA05,2016,700531,50.9,49.1,4.9,5,5.5,7.7,9,11.7,11.1,13.6,7.4,6.7,9.6,5.2,2.5,40.9,81.2,74.3,21.2,17.3,50.8,49.2,45.2,54.8,92.4,2.3,0.2,1.6,0,0.1,2,340403,Subick,Julian,,Julian Subick,,,,,,,,,,,,,
IL04,2016,SALAS JAVIER MR,Democratic Party,Challenger,61435,48702,0,12733,59565.02,1869.98,0,IL04,2016,725616,50.6,49.4,7.4,8.1,7.1,7,7.4,18.3,14.7,11.6,5.1,4.6,5,2.7,1.1,31.9,73.3,69.1,11.2,8.8,50.9,49.1,44.2,55.8,20.7,4.2,0.2,3.3,0,0.1,70.6,251320,Salas,Javier,Mr,Javier Salas,,,,,,,,,,,,,
MI11,2016,TROTT DAVID A,Republican Party,Incumbent,966441.07,668296.97,254925,16190.29,333983.88,682905.2,0,MI11,2016,718435,49.2,50.8,5.6,6.1,6.7,6.5,5.3,12.2,13.3,15.6,7.5,6.7,8.2,4.2,2,41.1,77.2,73.9,18.1,14.4,48.5,51.5,42.9,57.1,79.9,5.3,0.2,9.1,0,0.2,3.5,292518,Trott,David,A,David Trott,,,,,,,,,,,,,
NV03,2016,BOWERS KERRY DALE,Republican Party,Open,23463.21,0,0,23463.21,23449.21,-455.86,0,NV03,2016,734973,49.5,50.5,5.7,6.7,6.5,5.6,5.5,14.7,15.4,13.4,5.9,6.1,8.9,4.2,1.3,38.5,77.3,74.5,17.8,14.4,49,51,47.8,52.2,58.1,6.1,0.4,12.9,0.8,0.2,17,317951,Bowers,Kerry,Dale,Kerry Bowers,,,,,,,,,,,,,
NY13,2016,WRIGHT KEITH L T,Democratic Party,Open,939410.16,827448.88,112650,0,860048.68,79361.48,100125.45,NY13,2016,782199,47.3,52.7,6.7,5.7,5.3,5.5,9.2,18.4,14,13.2,5.6,5.3,6,3.1,1.9,34.4,79,75,13.7,10.9,46.3,53.7,36.9,63.1,12.7,25.2,0.2,5,0,0.6,54.5,311203,Wright,Keith,L T,Keith Wright,,,,,,,,,,,,,
WI08,2016,LASEE FRANK,Republican Party,Open,310513.17,275963.17,18250,0,72912.74,237700.43,0,WI08,2016,722755,49.8,50.2,5.8,6.4,6.8,6.5,5.9,12.2,12,15.1,7.3,6.5,8.7,4.6,2.1,40,76.8,73.4,19.4,15.4,49.5,50.5,45.3,54.7,87.7,1.2,2.3,2.2,0,0.1,4.9,343333,Lasee,Frank,,Frank Lasee,,,,,,,,,,,,,
TX31,2016,SWEENEY MIKE,Republican Party,Challenger,10414.8,5114.8,0,5300,10096.2,818.6,10552.93,TX31,2016,776518,49.8,50.2,7.1,7.7,7.7,6.9,6.8,14.8,15.1,12.9,5,4.9,6.7,3,1.4,34.4,73.1,69.2,13.9,11,49.1,50.9,44.3,55.7,57.7,10.8,0.3,4.6,0.3,0.1,23.8,296027,Sweeney,Mike,,Mike Sweeney,,,,,,,,,,,,,
CA04,2016,MCCLINTOCK THOMAS,Republican Party,Incumbent,790423.5,713217.49,76194.45,0,698146.72,309375.47,0,CA04,2016,719688,50.1,49.9,4.8,6.1,6.1,6.6,5.1,10.6,11.9,14.5,7.6,7.5,11.4,5.8,2,44.1,78.8,75,23.9,19.1,49.4,50.6,47.1,52.9,76.8,1.2,0.8,5,0.3,0,12.8,353558,Mcclintock,Thomas,,Thomas Mcclintock,,,,,,,,,,,,,
LA02,2016,HOLDEN MELVIN KIP,Democratic Party,Challenger,500,0,0,500,180.11,319.89,500,LA02,2016,775807,48.2,51.8,6.6,6.7,5.8,6.2,7.7,16.1,12.7,13.3,7,5.8,7.5,3.5,1.2,35.7,77.2,73.3,15.7,12.2,47.6,52.4,42.3,57.7,28.6,61.8,0.2,2.3,0,0.2,5.6,350321,Holden,Melvin,Kip,Melvin Holden,,,,,,,,,,,,,
MO07,2016,BYRNE MARY RADASZEWSKI MRS,Republican Party,Challenger,23352.89,9160.06,0,14192.83,21406.33,1946.56,0,MO07,2016,765669,49.1,50.9,6.1,6.1,6.7,6.8,7.9,12.6,11.9,13.1,6.6,6,9.2,4.9,2.1,38.3,77.2,72.6,20,16.3,48.2,51.8,44.6,55.4,88.7,2.1,0.8,1.2,0.1,0.1,4.8,348845,Byrne,Mary,Radaszewski Mrs,Mary Byrne,,,,,,,,,,,,,
PA06,2016,PARRISH MICHAEL D,Democratic Party,Challenger,214468.21,185968.21,22500,0,170684.39,44731.73,112608.99,PA06,2016,716612,49,51,5.9,6.3,6.5,6.8,6.2,11.6,12.7,15,7.6,6,8.3,5,2.3,40.8,77.2,73.4,18.8,15.6,48.4,51.6,43.8,56.2,83.8,4.2,0,4.1,0,0.2,6,280285,Parrish,Michael,D,Michael Parrish,,,,,,,,,,,,,
IN03,2016,BROWN LIZ,Republican Party,Open,388226.29,207013,5545.4,175502.48,386896.26,1330.03,100000,IN03,2016,734384,49.4,50.6,6.9,7.3,7.2,7.2,6.6,12.4,12.4,13,7,5.8,8.1,4.3,1.9,37,74.2,70.4,17.5,14.3,48.7,51.3,43.5,56.5,83.6,5.8,0.2,2.2,0,0.1,5.8,314418,Brown,Liz,,Liz Brown,,,,,,,,,,,,,
MA09,2016,CATALDO CHRISTOPHER DAVID,Other,Challenger,3126.07,1353.41,0,1772.66,3056.21,69.86,0,MA09,2016,736589,48,52,4.7,5.5,6.1,5.9,6.1,10.3,11.4,15.2,7.2,7.6,11.1,6.5,2.5,45.1,80.3,76.8,24.7,20.2,47.2,52.8,42.8,57.2,86.8,3,0.2,1.4,0,1.6,4.8,401165,Cataldo,Christopher,David,Christopher Cataldo,,,,,,,,,,,,,
FL22,2016,BENSMIHEN JOSEPH,Republican Party,Challenger,137410.38,94520,11000,31888.79,137410.38,0,0,FL22,2016,731165,50.4,49.6,4.8,4.9,4.7,4.6,5.3,13.6,12.4,14.3,7.2,6.8,11.1,6.4,3.9,44.8,82.9,80.1,25.3,21.4,50.1,49.9,46.2,53.8,62.1,12.1,0.1,2.8,0.1,0.3,20.9,405133,Bensmihen,Joseph,,Joseph Bensmihen,,,,,,,,,,,,,
WA05,2016,KAY DAVID,Democratic Party,Challenger,26100,300,0,25800,26100,0,0,WA05,2016,690518,49.7,50.3,5.9,6.3,6.1,7.4,8.4,13.3,11.3,12.6,7.2,6.3,9.1,4.2,2.1,37.4,78.2,72.4,19,15.4,49.4,50.6,45.8,54.2,84.4,1.5,1.6,2.3,0.3,0.1,6.2,299216,Kay,David,,David Kay,,,,,,,,,,,,,
PA06,2016,LI LINDY,Democratic Party,Challenger,513964.63,512964.63,1000,0,304079.13,264186.49,0,PA06,2016,716612,49,51,5.9,6.3,6.5,6.8,6.2,11.6,12.7,15,7.6,6,8.3,5,2.3,40.8,77.2,73.4,18.8,15.6,48.4,51.6,43.8,56.2,83.8,4.2,0,4.1,0,0.2,6,280285,Li,Lindy,,Lindy Li,,,,,,,,,,,,,
FL18,2016,DOMINO CARL J,Republican Party,Open,464876.81,54078.32,500,407898.99,235178.63,232104.77,1592898.99,FL18,2016,731704,48.1,51.9,4.6,5,5.3,5.4,4.9,10.6,11.3,14.2,7.5,6.9,12.5,8.2,3.6,47.2,81.6,78.7,28.5,24.2,47.9,52.1,44.9,55.1,68.8,12.6,0.1,1.8,0,0.1,14.9,366911,Domino,Carl,J,Carl Domino,,,,,,,,,,,,,
NY12,2016,EISENBACH DAVID,Democratic Party,Challenger,16110,8610,0,0,14500,1610,7500,NY12,2016,729253,47.5,52.5,4.8,3.3,2.8,3.6,6.5,28.1,15.2,11.1,5.7,4.8,7.6,4.6,1.9,35.5,87.6,84.7,16.7,14.1,46.8,53.2,41.3,58.7,65.1,4.4,0.2,13.2,0,0.6,14.2,420598,Eisenbach,David,,David Eisenbach,,,,,,,,,,,,,
AL02,2016,ROGERS ROBERT L,Republican Party,Challenger,25382,0,0,25482,32492,0,0,AL02,2016,678622,48.8,51.2,6.1,6.4,6.6,6.6,7.6,12.8,12.6,13,6.8,5.9,8.9,5,1.6,38,76.9,72.9,18.6,15.5,47.7,52.3,43.5,56.5,63.3,30.6,0.5,1.1,0,0.1,3.2,309169,Rogers,Robert,L,Robert Rogers,,,,,,,,,,,,,
MO03,2016,LUETKEMEYER W BLAINE,Republican Party,Incumbent,1519858.31,461222.63,1034252.36,0,591401.83,1894432.91,1050000,MO03,2016,766993,49.7,50.3,6,7,6.8,6.6,6.6,12.5,12.5,14.5,6.8,6.1,8.7,4.2,1.6,38.5,75.9,72.3,18,14.5,49.5,50.5,45.7,54.3,90.9,3.6,0.4,0.7,0,0.4,2.2,335146,Luetkemeyer,W,Blaine,W Luetkemeyer,,,,,,,,,,,,,
PA02,2016,MUROFF DANIEL,Democratic Party,Challenger,386268.1,308128.29,18250,57850.94,377679.9,8588.2,16300,PA02,2016,716892,45.1,54.9,6.7,5.7,5.5,7.7,10.1,17.1,10.9,11.2,6.4,5.4,7.4,3.8,2,32.9,78.8,72.2,16.3,13.3,43.9,56.1,39,61,28.8,56.8,0.2,5,0,0.5,6.2,324153,Muroff,Daniel,,Daniel Muroff,,,,,,,,,,,,,
TN08,2016,LEATHERWOOD THOMAS F III,Republican Party,Open,49646.68,48646.68,1000,0,21261.02,25235.72,0,TN08,2016,710910,48.7,51.3,5.8,6.7,7.4,6.9,6.2,10.9,12.8,14,7.3,6.1,9.4,4.5,2,39.7,75.7,71.8,19.2,15.8,47.8,52.2,43.4,56.6,73.8,19.4,0.1,1.8,0.1,0.1,3.3,298101,Leatherwood,Thomas,F Iii,Thomas Leatherwood,,,,,,,,,,,,,
PA12,2016,MCCLELLAND ERIN,Democratic Party,Challenger,133994.43,112808.85,19650,1325.98,115106.76,29455.1,62500,PA12,2016,704560,49,51,5.2,5.9,5.8,5.3,4.9,11.2,11.6,14.2,8.3,7.4,10.6,6.3,3.1,45,79.5,76.8,24.3,20,48.5,51.5,43.8,56.2,92,3.2,0.1,1.6,0,0.2,1.2,320084,Mcclelland,Erin,,Erin Mcclelland,,,,,,,,,,,,,
CA05,2016,PALSSON NILS,Democratic Party,Challenger,10235.24,4585.24,0,0,8299.31,1935.93,16812.3,CA05,2016,722814,48.3,51.7,5.9,5.8,6.3,6.2,7,13.5,12.1,13.4,6.9,7,9.5,4.2,2.2,39.5,78.2,74.3,19.8,15.9,47.6,52.4,43.7,56.3,50.1,6.3,0.4,11.1,0.2,0.1,27.6,287407,Palsson,Nils,,Nils Palsson,,,,,,,,,,,,,
MD04,2016,STRAIT TERENCE MICHAEL MR JR,Democratic Party,Open,9668.02,862.73,0,7632.38,6623.42,1382.71,0,MD04,2016,742761,48,52,6.9,6.6,6.4,5.9,6.5,15,14.1,14.4,6.7,5.4,7.3,3.4,1.4,36.9,76.5,72.8,15.2,12.1,46.9,53.1,41.5,58.5,26.9,52.3,0.1,2.8,0,0.3,15.7,284673,Strait,Terence,Michael Mr Jr,Terence Strait,,,,,,,,,,,,,
NJ07,2016,LARSEN DAVID MR.,Republican Party,Challenger,277626.96,37935.76,0,239691.2,187360.76,90266.2,239691.2,NJ07,2016,748182,48.7,51.3,5,6.1,7.7,7.4,5.7,9.1,13.1,17.4,7.8,6.2,8.3,4,2.2,42.4,76.4,73,18.3,14.6,47.9,52.1,43,57,71.9,4.9,0.1,9.8,0,0.2,12.2,281504,Larsen,David,Mr.,David Larsen,,,,,,,,,,,,,
GA11,2016,DAVIS BILLY,Republican Party,Challenger,72875.02,350,0,72525.02,69446.45,3428.57,55000,GA11,2016,725169,48.9,51.1,6.4,6.9,6.7,7.1,6.8,14.8,14.3,14.5,6.2,5.4,7,3,1,35.9,75.9,71.4,14.2,10.9,48.6,51.4,45,55,67.2,16.7,0,3.4,0,0.2,10.8,289679,Davis,Billy,,Billy Davis,,,,,,,,,,,,,
TN03,2016,SMITH GEOFFERY SUHMER,Republican Party,Challenger,7537.86,5944.58,0,1593.28,5422.29,2115.57,0,TN03,2016,716365,48.8,51.2,5.5,6.1,6,6.1,6.3,12.1,12.7,14.1,7.1,7.1,9.9,5.2,1.9,41.4,78.9,74.8,21.2,17,48.1,51.9,43.9,56.1,82.4,11,0.2,1.2,0,0,3.5,323216,Smith,Geoffery,Suhmer,Geoffery Smith,,,,,,,,,,,,,
NE01,2016,FORTENBERRY JEFFREY L. HONORABLE,Republican Party,Incumbent,638596.12,370782.4,264500,0,263818.88,1534123.88,0,NE01,2016,634290,49.8,50.2,6.8,6.8,6.9,7.2,8.5,13.3,12,12.3,6.7,5.6,7.7,4.4,1.8,35.4,75.7,70.6,17.1,13.9,49.4,50.6,44.4,55.6,83.2,2.8,1,2.6,0,0.1,8.3,268041,Fortenberry,Jeffrey,L. Honorable,Jeffrey Fortenberry,,,,,,,,,,,,,
NC12,2016,DUFFIE RYAN,Republican Party,Challenger,6585,6585,0,0,6051.83,-54.64,0,NC12,2016,778251,48,52,7.3,7,6.6,7.2,9.4,16.9,13.6,12.7,5.7,4.2,5.8,2.7,1,32.2,75.4,70.1,11.8,9.5,47.4,52.6,40.7,59.3,28.5,50.7,0.2,4.1,0,0.4,13.7,328293,Duffie,Ryan,,Ryan Duffie,,,,,,,,,,,,,
AZ01,2016,BEGAY CARLYLE WILMER,Republican Party,Open,92261.09,79261.09,13000,0,67192.47,25068.62,0,AZ01,2016,739373,50.3,49.7,6.7,7.1,7,7.5,7.4,11.9,11.9,11.7,6.4,6.2,10.2,4.8,1.4,37,75.2,69.9,19.9,16.3,50.2,49.8,47.7,52.3,49.7,2.3,22.6,1.4,0.2,0.1,21.8,331747,Begay,Carlyle,Wilmer,Carlyle Begay,,,,,,,,,,,,,
NJ07,2016,COOK YORK,Republican Party,Challenger,6415,6415,0,0,6415,0,0,NJ07,2016,748182,48.7,51.3,5,6.1,7.7,7.4,5.7,9.1,13.1,17.4,7.8,6.2,8.3,4,2.2,42.4,76.4,73,18.3,14.6,47.9,52.1,43,57,71.9,4.9,0.1,9.8,0,0.2,12.2,281504,Cook,York,,York Cook,,,,,,,,,,,,,
MO08,2016,BROWN HAL,Republican Party,Challenger,24622,13342,0,10654,19658,5054,8000,MO08,2016,746121,49.8,50.2,5.9,6.6,6.2,6.4,6.5,11.5,11.6,13.7,6.9,6.9,10.1,5.5,2.1,41.1,77.6,73.5,21.8,17.8,49.4,50.6,44.9,55.1,90.4,4.9,0.5,0.7,0,0,1.8,339638,Brown,Hal,,Hal Brown,,,,,,,,,,,,,
VA05,2016,GARRETT THOMAS ALEXANDER MR. JR.,Republican Party,Open,152127.57,84420,62005.9,0,97581.03,54546.54,28099.07,VA05,2016,733330,48.6,51.4,4.8,5.5,6,6.9,6.8,11.3,11.5,14,7.3,7.2,10.7,5.7,2.1,42.8,79.8,75.3,22.9,18.6,47.9,52.1,44.1,55.9,72.6,20,0.2,1.6,0,0.1,3.6,346726,Garrett,Thomas,Alexander Mr. Jr.,Thomas Garrett,,,,,,,,,,,,,
MO01,2016,CHAPPELLE-NADAL MARIA,Democratic Party,Challenger,62095.4,54266.34,7778.9,0,37502.16,24593.24,0,MO01,2016,744782,47.4,52.6,6.7,6.1,5.7,6.9,7.8,16,12.3,13.1,7,6.1,7,3.7,1.7,35.6,77.8,73.3,15.9,12.4,46.3,53.7,40.3,59.7,42.2,49.1,0.2,2.5,0,0.6,2.8,370871,Chappelle-Nadal,Maria,,Maria Chappelle-Nadal,,,,,,,,,,,,,
FL09,2016,GRAYSON DENA MD PHD,Democratic Party,Open,445596.32,313796.32,71800,60000,137775.96,307820.36,78917.33,FL09,2016,769993,49,51,6,7.8,6.7,7.1,7.4,14.4,15.5,13.5,5.3,4.8,6.9,3.2,1.4,35.4,75.1,71,14.5,11.5,48.4,51.6,42.8,57.2,36.5,9.3,0,4.4,0.3,0.3,47.4,316665,Grayson,Dena,Md Phd,Dena Grayson,,,,,,,,,,,,,
MN04,2016,MCCOLLUM BETTY,Other,Incumbent,655275.27,289820.91,361175,0,570528.38,255909.85,0,MN04,2016,695920,48.7,51.3,6.7,6.6,6.6,6.6,7.2,15.5,11.9,13.2,6.5,6,7.3,3.8,2.1,35.5,76.3,72.2,16.6,13.1,48.1,51.9,42.9,57.1,68.2,9.5,0.6,12.1,0,0.1,6.5,281445,Mccollum,Betty,,Betty Mccollum,,,,,,,,,,,,,
IA03,2016,SHERZAN MIKE,Democratic Party,Challenger,865607.88,57161,0,808446.88,861450.61,4157.27,801500,IA03,2016,801039,49.3,50.7,6.9,6.9,7.2,6.4,6.2,14.1,13.1,13.6,6.6,5.6,7.5,4,2,37,75,71.7,16.6,13.5,48.6,51.4,43.6,56.4,84.5,3.9,0.2,2.9,0.1,0,6.6,339874,Sherzan,Mike,,Mike Sherzan,,,,,,,,,,,,,
VA02,2016,FORBES J. RANDY,Republican Party,Incumbent,1611509.8,1117038.47,492916.32,0,2135565.31,15377.2,0,VA02,2016,732346,49.9,50.1,6.4,6,5.6,6.7,8.4,16.5,12.5,13.3,6.3,5.5,7.4,3.7,1.6,35.2,78.5,73.5,15.9,12.8,49.4,50.6,42.5,57.5,62.6,20.9,0.3,4.9,0,0.3,7.5,308304,Forbes,J.,Randy,J. Forbes,,,,,,,,,,,,,
